session,speaker,filler,start,end,utt_idx,utt_start,utt_end,utt_n_words
2387,B,um,333.63225,334.34925,sw2387B-ms98-a-0061,328.1805,334.727125,22
2387,B,um,387.56975,387.966375,sw2387B-ms98-a-0070,380.99975,388.3465,19
2387,B,um,436.245375,436.577125,sw2387B-ms98-a-0075,424.13275,436.862,42
2387,B,um,438.222625,438.733625,sw2387B-ms98-a-0076,436.862,444.513125,13
2387,B,um,441.400125,441.921875,sw2387B-ms98-a-0076,436.862,444.513125,13
2387,B,um,443.552,444.026,sw2387B-ms98-a-0076,436.862,444.513125,13
2388,A,uh,1.94,2.289375,sw2388A-ms98-a-0001,0.0,7.15675,17
2388,A,uh,44.674375,44.992,sw2388A-ms98-a-0012,34.944375,47.748875,50
2388,A,uh,160.797875,161.10675,sw2388A-ms98-a-0035,155.0715,164.84875,39
2388,A,uh,199.63625,199.965,sw2388A-ms98-a-0045,195.38625,204.36475,38
2388,A,uh,310.648375,311.018375,sw2388A-ms98-a-0059,307.728375,316.9275,24
2388,B,uh,9.55775,9.858,sw2388B-ms98-a-0003,6.64775,13.89575,21
2388,B,uh,23.3555,23.70575,sw2388B-ms98-a-0005,21.94525,26.71975,11
2388,B,uh,25.72525,25.95525,sw2388B-ms98-a-0005,21.94525,26.71975,11
2388,B,uh,180.584,180.954,sw2388B-ms98-a-0035,179.904,181.599375,2
2388,B,uh,182.449375,182.709375,sw2388B-ms98-a-0036,181.599375,183.174625,2
2388,B,uh,184.339875,184.669875,sw2388B-ms98-a-0038,183.759875,186.978125,7
2388,B,uh,191.135875,191.481,sw2388B-ms98-a-0040,187.79,194.6505,21
2388,B,uh,263.21075,263.5345,sw2388B-ms98-a-0053,262.26075,268.41625,13
2388,B,uh,353.43375,353.738125,sw2388B-ms98-a-0074,350.63625,359.98325,24
2389,A,uh,12.95675,13.40425,sw2389A-ms98-a-0004,3.88675,13.92125,24
2389,A,um,119.2955,119.5355,sw2389A-ms98-a-0025,117.0555,129.47475,30
2389,A,um,121.36125,121.671625,sw2389A-ms98-a-0025,117.0555,129.47475,30
2389,A,um,180.000875,180.5495,sw2389A-ms98-a-0038,179.5885,190.627625,26
2389,A,um,225.428,225.958,sw2389A-ms98-a-0048,221.888,226.54475,13
2389,A,um,452.1805,452.565625,sw2389A-ms98-a-0114,449.349375,459.335125,42
2389,B,uh,28.449,28.73925,sw2389B-ms98-a-0007,26.9995,35.5065,22
2389,B,um,53.061375,53.494375,sw2389B-ms98-a-0010,51.520625,62.607625,29
2389,B,uh,275.320375,275.5365,sw2389B-ms98-a-0043,272.330375,284.848625,50
2389,B,uh,334.095875,334.395875,sw2389B-ms98-a-0053,330.965875,341.141625,35
2390,A,um,11.64225,12.043,sw2390A-ms98-a-0006,10.03225,21.4305,33
2390,A,um,21.5605,22.0905,sw2390A-ms98-a-0007,21.4305,22.666375,1
2390,A,um,58.50625,58.944625,sw2390A-ms98-a-0012,56.74625,59.608625,7
2390,A,uh,60.35175,60.700375,sw2390A-ms98-a-0013,59.608625,69.143,36
2390,A,um,76.29975,76.54975,sw2390A-ms98-a-0016,75.94975,77.053,2
2390,A,um,209.18975,209.711,sw2390A-ms98-a-0037,207.501,210.10175,5
2390,A,um,428.13875,428.40875,sw2390A-ms98-a-0087,426.57875,437.455875,31
2390,B,uh,92.55325,92.809375,sw2390B-ms98-a-0022,89.44575,95.49825,20
2390,B,uh,150.414375,150.598875,sw2390B-ms98-a-0035,144.299625,155.285,30
2390,B,uh,258.01525,258.279125,sw2390B-ms98-a-0062,254.70525,266.709875,44
2390,B,um,303.33775,303.7855,sw2390B-ms98-a-0072,297.91775,304.23675,18
2390,B,uh,502.72075,503.1525,sw2390B-ms98-a-0135,498.52075,507.67,26
2390,B,uh,503.7525,504.0085,sw2390B-ms98-a-0135,498.52075,507.67,26
2390,B,uh,523.653,524.178625,sw2390B-ms98-a-0142,522.308625,524.66,7
2390,B,uh,531.45325,531.81525,sw2390B-ms98-a-0145,528.80325,532.34825,11
2390,B,uh,535.18825,535.50825,sw2390B-ms98-a-0146,532.34825,541.211,21
2390,B,uh,541.961,542.141,sw2390B-ms98-a-0147,541.211,542.799375,2
2390,B,uh,551.1575,551.360625,sw2390B-ms98-a-0149,550.0975,558.545125,23
2392,A,uh,47.336125,47.792875,sw2392A-ms98-a-0011,39.313,50.651875,42
2392,A,uh,54.461875,54.697125,sw2392A-ms98-a-0012,50.651875,55.0225,20
2392,A,uh,95.667875,96.102,sw2392A-ms98-a-0019,84.198375,96.658875,40
2392,A,uh,215.963875,216.43975,sw2392A-ms98-a-0037,213.14525,218.784,14
2392,A,uh,314.745875,315.037125,sw2392A-ms98-a-0050,310.315875,319.15225,28
2392,A,uh,374.476125,374.794375,sw2392A-ms98-a-0057,372.756125,384.094375,34
2392,A,uh,436.138875,436.50025,sw2392A-ms98-a-0066,435.788875,447.931375,39
2392,A,uh,448.531375,448.877875,sw2392A-ms98-a-0067,447.931375,451.369375,9
2392,A,uh,520.7715,521.21975,sw2392A-ms98-a-0085,519.915625,528.22475,25
2392,A,uh,536.814625,537.34175,sw2392A-ms98-a-0087,535.405875,537.731875,3
2392,B,um,125.1075,125.66725,sw2392B-ms98-a-0020,119.8875,127.623875,24
2392,B,um,150.254375,150.73725,sw2392B-ms98-a-0026,145.184375,151.235375,15
2392,B,uh,159.104875,159.416,sw2392B-ms98-a-0028,152.804875,163.3945,39
2392,B,uh,181.863625,182.301375,sw2392B-ms98-a-0030,169.583625,182.677,56
2392,B,uh,186.347,187.00425,sw2392B-ms98-a-0031,182.677,194.492125,32
2392,B,um,271.97025,272.785125,sw2392B-ms98-a-0050,268.172125,273.11625,17
2392,B,uh,350.45825,351.213875,sw2392B-ms98-a-0069,343.32825,353.380875,30
2392,B,um,357.29925,357.856875,sw2392B-ms98-a-0070,353.380875,362.58625,28
2392,B,um,407.847125,408.153375,sw2392B-ms98-a-0081,404.247125,410.7475,25
2392,B,uh,455.945625,456.0895,sw2392B-ms98-a-0090,450.965625,460.88375,34
2392,B,uh,479.865625,480.9105,sw2392B-ms98-a-0095,474.868875,485.024875,29
2392,B,uh,559.3,560.69275,sw2392B-ms98-a-0111,548.35,561.225875,44
2392,B,um,573.697875,574.484125,sw2392B-ms98-a-0113,572.217875,576.134875,10
2392,B,um,590.95825,591.86475,sw2392B-ms98-a-0116,590.64425,598.45825,20
2393,A,um,146.495875,146.7235,sw2393A-ms98-a-0035,145.315875,155.144,30
2393,A,um,185.744875,186.014,sw2393A-ms98-a-0041,183.334875,189.89375,18
2393,A,uh,190.50375,190.7935,sw2393A-ms98-a-0042,189.89375,191.29925,2
2393,A,um,220.170625,220.465125,sw2393A-ms98-a-0048,219.380625,221.095,2
2393,B,uh,20.362125,20.60725,sw2393B-ms98-a-0005,17.722125,25.686875,24
2393,B,um,46.47825,46.912875,sw2393B-ms98-a-0009,45.019125,55.566125,29
2393,B,uh,58.972,59.26175,sw2393B-ms98-a-0010,55.566125,63.6005,23
2393,B,uh,70.7905,70.98225,sw2393B-ms98-a-0011,63.6005,75.960125,37
2393,B,uh,96.836,96.916625,sw2393B-ms98-a-0015,93.326,97.021625,10
2393,B,um,239.19875,239.61075,sw2393B-ms98-a-0049,237.857875,248.466375,27
2393,B,um,287.675625,288.02875,sw2393B-ms98-a-0054,283.727625,294.95175,31
2393,B,um,374.525125,374.911125,sw2393B-ms98-a-0071,373.56,383.682375,28
2393,B,uh,472.479625,472.95525,sw2393B-ms98-a-0087,467.920375,476.964875,30
2393,B,um,477.10325,477.557375,sw2393B-ms98-a-0088,476.964875,479.75325,5
2393,B,um,483.82325,484.13825,sw2393B-ms98-a-0089,479.75325,492.209375,43
2393,B,um,504.853625,505.18675,sw2393B-ms98-a-0092,503.840375,518.202875,49
2394,A,uh,64.565875,64.8885,sw2394A-ms98-a-0009,60.755875,70.22175,25
2394,A,uh,103.2295,103.4695,sw2394A-ms98-a-0017,99.7895,104.32675,10
2394,A,uh,229.725875,229.935875,sw2394A-ms98-a-0039,227.475875,242.306,41
2394,A,uh,235.565875,235.977375,sw2394A-ms98-a-0039,227.475875,242.306,41
2394,A,uh,241.775875,242.055875,sw2394A-ms98-a-0039,227.475875,242.306,41
2394,A,um,352.6,352.952,sw2394A-ms98-a-0059,343.45,355.478,23
2394,B,uh,40.258625,40.605125,sw2394B-ms98-a-0004,30.348625,42.996125,28
2394,B,uh,42.05925,42.38225,sw2394B-ms98-a-0004,30.348625,42.996125,28
2394,B,uh,57.120125,57.515875,sw2394B-ms98-a-0006,48.994,62.496375,32
2394,B,uh,226.419125,226.6605,sw2394B-ms98-a-0029,214.989125,228.492,38
2394,B,uh,281.545625,281.935125,sw2394B-ms98-a-0039,275.484125,282.498,15
2394,B,uh,305.32475,305.767375,sw2394B-ms98-a-0041,294.262125,308.27725,42
2394,B,um,308.549375,308.99575,sw2394B-ms98-a-0042,308.27725,321.044,38
2394,B,uh,409.4865,409.7665,sw2394B-ms98-a-0055,403.9865,410.67925,15
2394,B,uh,421.511875,421.74575,sw2394B-ms98-a-0059,419.971875,424.49725,11
2394,B,uh,423.821875,424.119625,sw2394B-ms98-a-0059,419.971875,424.49725,11
2394,B,uh,429.7215,430.1515,sw2394B-ms98-a-0061,425.5015,430.983875,9
2394,B,uh,441.612875,441.934875,sw2394B-ms98-a-0065,440.492875,444.499625,5
2394,B,uh,443.322875,443.682875,sw2394B-ms98-a-0065,440.492875,444.499625,5
2394,B,uh,495.466375,495.786375,sw2394B-ms98-a-0073,485.156375,496.2215,42
2394,B,uh,501.36025,501.72025,sw2394B-ms98-a-0074,496.2215,502.242375,11
2394,B,um,574.050625,574.480625,sw2394B-ms98-a-0084,573.460625,574.775625,1
2395,A,um,78.06625,78.49325,sw2395A-ms98-a-0016,76.76325,82.766875,14
2395,A,uh,131.223375,131.575125,sw2395A-ms98-a-0024,129.991125,139.200375,21
2395,A,um,212.468625,213.04625,sw2395A-ms98-a-0041,211.03625,213.7395,2
2395,A,uh,225.698375,226.110125,sw2395A-ms98-a-0042,213.7395,226.393625,34
2395,A,uh,307.203125,307.76425,sw2395A-ms98-a-0052,299.43275,308.41325,24
2395,A,uh,323.339875,323.616125,sw2395A-ms98-a-0054,321.189875,329.2055,15
2395,A,uh,328.316625,328.700625,sw2395A-ms98-a-0054,321.189875,329.2055,15
2395,A,uh,367.43125,367.782625,sw2395A-ms98-a-0060,366.51125,373.776125,24
2395,A,uh,389.23075,389.655125,sw2395A-ms98-a-0064,381.29375,393.990125,32
2395,A,um,455.808125,456.195125,sw2395A-ms98-a-0078,455.378125,465.8475,32
2395,B,um,42.91225,43.449625,sw2395B-ms98-a-0013,38.559625,48.48375,28
2395,B,um,70.377375,70.863625,sw2395B-ms98-a-0016,66.326875,76.982875,31
2395,B,um,112.415625,112.998,sw2395B-ms98-a-0023,104.9095,119.369625,28
2395,B,um,118.338625,118.93175,sw2395B-ms98-a-0023,104.9095,119.369625,28
2395,B,um,165.19,165.770375,sw2395B-ms98-a-0032,161.864125,175.592375,35
2395,B,um,185.1575,185.622375,sw2395B-ms98-a-0034,179.852375,185.90225,16
2395,B,um,195.8055,196.167625,sw2395B-ms98-a-0035,185.90225,200.183875,37
2395,B,um,199.00225,199.50225,sw2395B-ms98-a-0035,185.90225,200.183875,37
2395,B,um,251.416875,252.01375,sw2395B-ms98-a-0044,245.58375,252.5885,22
2395,B,uh,270.936,271.192,sw2395B-ms98-a-0046,266.456,277.00075,31
2395,B,um,350.15,350.741375,sw2395B-ms98-a-0055,341.9745,352.172875,24
2395,B,uh,354.802875,355.36675,sw2395B-ms98-a-0056,352.172875,361.288,23
2395,B,uh,397.662375,397.952125,sw2395B-ms98-a-0063,393.602125,402.501375,32
2396,A,um,349.409,349.709,sw2396A-ms98-a-0111,345.959,349.99975,19
2396,B,uh,30.056375,30.4,sw2396B-ms98-a-0008,28.51,30.794875,3
2396,B,uh,37.644875,37.994875,sw2396B-ms98-a-0009,30.794875,39.926,25
2396,B,uh,169.134125,169.514125,sw2396B-ms98-a-0041,166.704125,169.9825,6
2396,B,um,181.289875,181.62275,sw2396B-ms98-a-0044,180.209875,188.101375,26
2396,B,uh,419.275,419.528125,sw2396B-ms98-a-0100,418.225,423.12375,10
2396,B,uh,434.384375,434.751625,sw2396B-ms98-a-0103,428.63325,435.200625,21
2396,B,uh,514.378875,514.848875,sw2396B-ms98-a-0119,513.988875,515.186375,1
2397,A,um,2.835125,3.27125,sw2397A-ms98-a-0001,0.0,3.7635,6
2397,A,um,49.882875,50.324,sw2397A-ms98-a-0014,45.763875,58.62925,29
2397,A,um,196.694125,197.22025,sw2397A-ms98-a-0040,196.064125,206.421125,32
2397,A,um,346.27325,346.795875,sw2397A-ms98-a-0071,342.45325,347.3015,8
2397,A,um,354.531625,355.0765,sw2397A-ms98-a-0073,354.301625,360.267375,17
2397,A,uh,407.3255,407.802125,sw2397A-ms98-a-0083,404.7555,417.54925,34
2397,A,uh,565.630625,566.2465,sw2397A-ms98-a-0110,553.900625,566.989625,31
2397,B,uh,35.86525,36.115,sw2397B-ms98-a-0008,31.7565,43.42325,37
2397,B,um,98.942375,99.511875,sw2397B-ms98-a-0020,96.838,100.239125,5
2397,B,uh,103.129125,103.371125,sw2397B-ms98-a-0021,100.239125,107.090125,13
2397,B,uh,137.51875,138.013125,sw2397B-ms98-a-0026,137.08875,145.916625,21
2397,B,um,143.034125,143.558625,sw2397B-ms98-a-0026,137.08875,145.916625,21
2397,B,uh,296.131125,296.390125,sw2397B-ms98-a-0048,283.586375,296.7535,43
2397,B,uh,318.216625,318.532,sw2397B-ms98-a-0053,313.272,318.8455,15
2398,A,uh,97.843625,97.973625,sw2398A-ms98-a-0013,91.563625,102.338,38
2398,A,uh,108.64675,108.959375,sw2398A-ms98-a-0014,102.338,110.3335,22
2398,A,uh,118.159875,118.349875,sw2398A-ms98-a-0017,115.249875,120.97775,16
2398,A,uh,480.74275,480.92475,sw2398A-ms98-a-0082,472.10275,486.528625,60
2398,A,um,482.09275,482.22275,sw2398A-ms98-a-0082,472.10275,486.528625,60
2398,A,uh,581.6005,581.992,sw2398A-ms98-a-0102,580.1005,588.3345,29
2398,B,um,17.191,17.801,sw2398B-ms98-a-0004,9.901,18.6515,20
2398,B,uh,21.0215,21.4215,sw2398B-ms98-a-0005,18.6515,24.89275,14
2398,B,um,25.87275,26.38275,sw2398B-ms98-a-0006,24.89275,26.88825,2
2398,B,um,37.145375,37.855375,sw2398B-ms98-a-0010,36.855375,38.344625,1
2398,B,um,47.371375,47.884625,sw2398B-ms98-a-0011,38.344625,48.1255,31
2398,B,um,52.8545,53.468,sw2398B-ms98-a-0012,48.1255,61.589,45
2398,B,um,66.19325,66.446,sw2398B-ms98-a-0014,63.10375,75.930875,34
2398,B,uh,70.34375,70.508875,sw2398B-ms98-a-0014,63.10375,75.930875,34
2398,B,um,79.490875,79.98675,sw2398B-ms98-a-0015,75.930875,86.97125,28
2398,B,um,194.268375,194.668375,sw2398B-ms98-a-0056,192.878375,195.202625,5
2398,B,um,309.738875,310.206,sw2398B-ms98-a-0080,304.18925,316.67825,34
2398,B,um,310.631125,311.086875,sw2398B-ms98-a-0080,304.18925,316.67825,34
2398,B,um,408.560875,408.750875,sw2398B-ms98-a-0099,405.140875,409.220375,13
2399,A,um,83.917125,84.4155,sw2399A-ms98-a-0021,78.921375,88.480625,23
2399,A,um,380.377625,380.98025,sw2399A-ms98-a-0101,379.687625,383.10775,5
2399,A,um,408.616375,409.01,sw2399A-ms98-a-0111,407.096375,409.762875,6
2399,A,uh,440.631125,440.97075,sw2399A-ms98-a-0121,439.301125,442.986,9
2399,B,uh,8.784375,9.16775,sw2399B-ms98-a-0004,8.28,16.5475,24
2399,B,um,17.079,17.47275,sw2399B-ms98-a-0005,16.5475,18.09,1
2399,B,uh,26.162875,26.80725,sw2399B-ms98-a-0008,24.15675,32.727375,19
2399,B,uh,30.545125,30.875,sw2399B-ms98-a-0008,24.15675,32.727375,19
2399,B,uh,34.345375,34.646625,sw2399B-ms98-a-0010,33.735375,34.937,2
2399,B,uh,133.867375,134.27625,sw2399B-ms98-a-0029,131.49625,134.468,8
2399,B,uh,143.7845,144.338625,sw2399B-ms98-a-0035,143.3245,144.6845,1
2399,B,uh,194.4845,194.665,sw2399B-ms98-a-0052,190.4345,195.007625,12
2399,B,uh,203.417125,203.805625,sw2399B-ms98-a-0054,198.303125,203.993375,20
2399,B,um,230.241875,230.611875,sw2399B-ms98-a-0062,227.101875,231.109,9
2399,B,uh,234.965,235.464375,sw2399B-ms98-a-0064,233.360125,235.838125,2
2399,B,uh,254.32125,254.73525,sw2399B-ms98-a-0074,253.8355,255.276125,1
2399,B,uh,281.632,282.143,sw2399B-ms98-a-0085,280.702,282.435375,3
2399,B,uh,299.483375,300.1855,sw2399B-ms98-a-0092,298.073375,302.810875,13
2399,B,uh,312.932,313.342,sw2399B-ms98-a-0096,309.682,313.575375,12
2399,B,uh,418.29525,418.63725,sw2399B-ms98-a-0125,414.233,419.533875,8
2399,B,uh,421.12825,421.3955,sw2399B-ms98-a-0126,419.533875,422.084625,8
2399,B,uh,429.97525,430.600625,sw2399B-ms98-a-0128,428.10425,436.205375,16
2399,B,uh,432.56,432.84625,sw2399B-ms98-a-0128,428.10425,436.205375,16
2401,A,uh,66.583,66.92,sw2401A-ms98-a-0012,65.103,70.2645,9
2401,A,um,72.40275,72.958625,sw2401A-ms98-a-0013,70.2645,77.182375,16
2401,A,uh,299.63,300.169875,sw2401A-ms98-a-0062,296.84,302.518875,9
2401,A,uh,358.404625,358.79475,sw2401A-ms98-a-0072,356.714625,359.6025,6
2401,B,uh,22.6825,23.263625,sw2401B-ms98-a-0005,22.432375,26.918875,11
2401,B,um,108.622375,109.221875,sw2401B-ms98-a-0030,103.39775,117.368375,28
2401,B,uh,168.9875,169.63575,sw2401B-ms98-a-0042,168.5475,173.970125,14
2402,A,um,126.5925,126.988875,sw2402A-ms98-a-0028,114.808875,127.112375,35
2402,A,uh,129.914625,130.345,sw2402A-ms98-a-0029,127.112375,135.291125,22
2402,A,um,145.234625,145.681125,sw2402A-ms98-a-0030,135.291125,145.8675,28
2403,A,uh,123.81425,124.1775,sw2403A-ms98-a-0017,121.717,124.652625,7
2403,A,um,221.915125,222.3265,sw2403A-ms98-a-0031,214.1265,222.730375,31
2403,B,uh,12.03975,12.373875,sw2403B-ms98-a-0002,7.403,21.891375,47
2403,B,um,16.430375,16.9955,sw2403B-ms98-a-0002,7.403,21.891375,47
2403,B,uh,31.94625,32.335375,sw2403B-ms98-a-0009,31.55625,37.353875,11
2403,B,uh,47.75275,48.178375,sw2403B-ms98-a-0011,47.51275,56.274875,24
2403,B,uh,77.7655,78.30175,sw2403B-ms98-a-0015,71.243,78.722,20
2403,B,uh,109.920625,110.21075,sw2403B-ms98-a-0019,103.040625,110.45975,24
2403,B,uh,160.214875,160.509625,sw2403B-ms98-a-0030,152.174875,164.638875,36
2403,B,uh,169.85125,170.19825,sw2403B-ms98-a-0031,164.638875,170.521875,22
2403,B,uh,179.039125,179.527375,sw2403B-ms98-a-0032,170.521875,180.723625,24
2403,B,uh,193.405625,194.193625,sw2403B-ms98-a-0033,180.723625,194.841875,41
2403,B,uh,267.350625,267.937625,sw2403B-ms98-a-0049,264.892625,268.272625,6
2403,B,uh,326.259875,326.574875,sw2403B-ms98-a-0062,324.215125,332.4795,25
2403,B,uh,429.87725,430.23525,sw2403B-ms98-a-0082,421.20725,431.50425,34
2403,B,uh,430.58475,431.032625,sw2403B-ms98-a-0082,421.20725,431.50425,34
2403,B,uh,511.534625,512.063125,sw2403B-ms98-a-0100,509.85575,523.398625,42
2403,B,uh,518.8535,519.306875,sw2403B-ms98-a-0100,509.85575,523.398625,42
2403,B,uh,549.516,549.68825,sw2403B-ms98-a-0109,542.15275,552.133625,33
2403,B,uh,571.908625,572.236375,sw2403B-ms98-a-0117,569.757875,576.51325,20
2403,B,uh,596.013125,596.15475,sw2403B-ms98-a-0127,594.373125,598.77775,13
2403,B,uh,597.593125,597.869,sw2403B-ms98-a-0127,594.373125,598.77775,13
2404,A,um,115.278375,115.558125,sw2404A-ms98-a-0027,111.688375,123.621,39
2404,A,um,391.53425,391.99675,sw2404A-ms98-a-0079,390.493375,392.67825,2
2404,B,um,17.401875,17.687125,sw2404B-ms98-a-0004,12.301875,21.303375,29
2404,B,um,50.85625,51.25625,sw2404B-ms98-a-0012,48.45625,56.70775,21
2404,B,um,57.958625,58.78325,sw2404B-ms98-a-0013,56.70775,59.2815,3
2404,B,um,154.960875,155.200875,sw2404B-ms98-a-0038,151.110875,155.799625,13
2404,B,um,164.356375,164.5975,sw2404B-ms98-a-0040,162.846375,166.95075,11
2404,B,um,451.95675,452.274375,sw2404B-ms98-a-0110,450.14675,460.288875,30
2404,B,um,462.298875,462.631875,sw2404B-ms98-a-0111,460.288875,468.03075,19
2405,A,um,137.983125,138.408,sw2405A-ms98-a-0036,135.418,150.312125,50
2405,A,um,485.931875,486.378875,sw2405A-ms98-a-0097,480.841875,492.944375,54
2405,B,um,18.9535,19.491,sw2405B-ms98-a-0009,17.8335,24.787,14
2405,B,um,44.109125,44.64125,sw2405B-ms98-a-0019,42.033625,47.181625,15
2405,B,um,57.612375,58.022375,sw2405B-ms98-a-0021,50.772375,58.263625,25
2406,A,uh,218.81225,219.330125,sw2406A-ms98-a-0047,214.864375,219.563,11
2406,A,uh,356.116625,356.487,sw2406A-ms98-a-0079,350.076625,357.748375,21
2406,A,um,372.856625,373.401875,sw2406A-ms98-a-0083,367.856625,374.134125,12
2406,A,uh,413.6805,413.847125,sw2406A-ms98-a-0097,409.5205,414.7215,20
2406,B,uh,83.17825,83.31925,sw2406B-ms98-a-0021,82.13825,85.0845,6
2406,B,uh,186.742875,186.96,sw2406B-ms98-a-0052,186.312875,187.51025,2
2406,B,uh,204.969375,205.271125,sw2406B-ms98-a-0059,202.169375,208.29575,21
2406,B,uh,207.629625,208.0245,sw2406B-ms98-a-0059,202.169375,208.29575,21
2406,B,uh,443.30325,443.600625,sw2406B-ms98-a-0125,443.080625,451.251125,28
2407,A,uh,104.41225,104.93375,sw2407A-ms98-a-0016,98.658875,108.098125,29
2407,A,uh,200.408375,200.786625,sw2407A-ms98-a-0027,198.408375,209.489375,29
2407,A,um,444.712625,445.062625,sw2407A-ms98-a-0057,434.702625,445.272375,31
2407,B,uh,16.6115,17.00575,sw2407B-ms98-a-0006,14.7615,19.326625,11
2407,B,uh,47.581125,48.060125,sw2407B-ms98-a-0014,37.135125,48.36725,25
2407,B,um,57.392,57.874,sw2407B-ms98-a-0016,54.262,59.327125,10
2407,B,um,63.417125,64.0365,sw2407B-ms98-a-0017,59.327125,71.92025,28
2407,B,uh,234.388125,234.668125,sw2407B-ms98-a-0040,229.748125,235.092,15
2407,B,uh,345.82775,346.2455,sw2407B-ms98-a-0058,342.5355,346.868125,10
2407,B,uh,354.217875,354.65725,sw2407B-ms98-a-0060,352.21725,355.003375,4
2407,B,uh,386.819125,387.221125,sw2407B-ms98-a-0064,386.568,398.14475,39
2408,A,uh,453.333625,453.5645,sw2408A-ms98-a-0153,449.763625,463.99925,53
2408,A,uh,454.823625,455.0445,sw2408A-ms98-a-0153,449.763625,463.99925,53
2408,B,uh,218.41225,218.661625,sw2408B-ms98-a-0040,216.97225,227.328875,26
2408,B,uh,343.037875,343.437875,sw2408B-ms98-a-0059,329.447875,343.75525,49
2409,B,uh,53.583,53.823,sw2409B-ms98-a-0021,52.413,56.201,8
2409,B,uh,57.211,57.411125,sw2409B-ms98-a-0022,56.201,60.672,13
2409,B,uh,106.78225,107.08225,sw2409B-ms98-a-0035,103.90225,110.3205,24
2410,A,uh,226.767625,227.196375,sw2410A-ms98-a-0032,218.853125,227.453125,27
2410,B,uh,133.080125,133.441875,sw2410B-ms98-a-0029,132.540125,141.37875,30
2410,B,uh,140.5465,140.991375,sw2410B-ms98-a-0029,132.540125,141.37875,30
2410,B,uh,143.1625,143.485875,sw2410B-ms98-a-0030,141.37875,154.24775,37
2411,A,um,244.740375,245.274125,sw2411A-ms98-a-0099,242.840375,247.714125,15
2411,A,uh,339.92375,340.1825,sw2411A-ms98-a-0136,337.76375,344.424625,23
2411,B,uh,114.022125,114.222125,sw2411B-ms98-a-0044,111.182125,114.4645,11
2411,B,uh,134.6165,134.8265,sw2411B-ms98-a-0052,133.8865,135.298375,3
2411,B,uh,164.239375,164.563625,sw2411B-ms98-a-0065,162.159375,165.0295,6
2411,B,uh,172.135625,172.567375,sw2411B-ms98-a-0067,168.437375,173.0765,9
2411,B,uh,177.222375,177.665,sw2411B-ms98-a-0069,174.127125,177.846875,11
2411,B,uh,272.866125,273.255625,sw2411B-ms98-a-0106,271.076125,273.819,6
2411,B,uh,374.333625,374.613625,sw2411B-ms98-a-0136,369.363625,374.95325,23
2411,B,uh,398.223125,398.593125,sw2411B-ms98-a-0145,396.603125,399.973125,5
2411,B,uh,401.983125,402.163125,sw2411B-ms98-a-0146,399.973125,404.4385,12
2411,B,uh,503.62675,503.8965,sw2411B-ms98-a-0177,501.3465,504.532625,5
2411,B,uh,521.315625,521.585625,sw2411B-ms98-a-0185,520.115625,521.877375,4
2413,A,um,3.051,3.459875,sw2413A-ms98-a-0001,0.0,5.6495,12
2413,A,um,74.299375,74.74875,sw2413A-ms98-a-0012,71.87875,75.4445,2
2413,B,uh,89.0765,89.765625,sw2413B-ms98-a-0014,87.544375,99.938375,25
2413,B,uh,96.294375,96.715375,sw2413B-ms98-a-0014,87.544375,99.938375,25
2413,B,uh,99.054375,99.547125,sw2413B-ms98-a-0014,87.544375,99.938375,25
2413,B,uh,132.812625,132.952,sw2413B-ms98-a-0019,129.68375,137.7955,26
2413,B,uh,176.537,177.2195,sw2413B-ms98-a-0024,172.039,177.5205,15
2413,B,um,248.357125,248.863375,sw2413B-ms98-a-0036,245.048125,249.28475,11
2415,A,uh,149.3185,149.731,sw2415A-ms98-a-0023,139.58325,152.81175,35
2415,B,uh,0.979125,1.23,sw2415B-ms98-a-0002,0.779125,1.857625,1
2415,B,uh,38.152875,38.396625,sw2415B-ms98-a-0011,28.642875,39.953875,17
2415,B,uh,104.2685,104.686625,sw2415B-ms98-a-0023,102.205375,105.2585,2
2415,B,uh,235.732625,235.9525,sw2415B-ms98-a-0061,232.062625,237.91,15
2415,B,uh,340.7345,341.05725,sw2415B-ms98-a-0084,338.0045,349.154875,13
2415,B,uh,375.0995,375.44575,sw2415B-ms98-a-0087,371.4655,379.96175,14
2416,A,uh,94.82775,95.1615,sw2416A-ms98-a-0024,93.87775,95.317875,2
2416,A,um,267.452625,267.842625,sw2416A-ms98-a-0063,265.872625,269.98275,11
2416,B,uh,5.70875,6.05875,sw2416B-ms98-a-0004,3.49875,12.736125,23
2416,B,uh,107.75275,107.93375,sw2416B-ms98-a-0035,103.322,108.3635,11
2416,B,uh,144.4255,144.6055,sw2416B-ms98-a-0049,143.6555,145.0215,2
2416,B,um,295.945875,296.085875,sw2416B-ms98-a-0103,295.235875,296.50725,2
2416,B,uh,402.83225,403.11225,sw2416B-ms98-a-0134,397.88225,406.46625,30
2417,A,uh,8.236625,8.504125,sw2417A-ms98-a-0002,0.616625,9.095875,31
2417,A,uh,59.648625,59.9285,sw2417A-ms98-a-0007,51.638625,62.408125,35
2417,A,uh,231.018,231.42825,sw2417A-ms98-a-0030,223.678,234.09025,42
2417,B,uh,35.2275,35.584875,sw2417B-ms98-a-0005,25.9975,35.88275,32
2417,B,uh,131.920125,132.289625,sw2417B-ms98-a-0031,128.140125,136.68,28
2417,B,uh,175.04975,175.30975,sw2417B-ms98-a-0042,171.18975,181.201375,24
2417,B,uh,190.73,191.6815,sw2417B-ms98-a-0044,184.832875,196.21175,29
