SESSION,FILLE-ID,S,E,SPEAKER,UH_OR_UM,WITH_OR_OMIT_FILLER,NOW_CROSS,FUT_CROSS,FILLER_F0,FILLER_INT,LOC,WORDS_IN_DA,DA,DIFF_NOW_CROSS,DIFF_FUT_CROSS
2347,841,143.398875,143.728625,0,uh,1,161,105,0.097,-0.341,0,24,sv,43.0,47.0
2347,6790,190.7415,191.313,1,um,1,-1,-1,-2.334,-6.05,1,3,%,0.0,0.0
2347,6791,191.493875,192.082375,1,um,1,-1,-1,-2.597,-7.038,2,3,%,0.0,0.0
2347,6792,210.028875,210.643,1,um,1,0,31,-3.28,-4.051,17,22,sv,-82.0,-44.0
2347,6786,42.883125,43.447375,1,um,1,5,3,-2.62,-10.591,19,20,sd,-20.0,-18.0
2347,842,539.824375,540.169,1,uh,1,24,40,-2.615,-16.688,30,40,sd,-3.0,1.0
2347,6793,566.075375,566.499625,1,um,1,2,4,-2.911,-6.64,4,9,sv,-62.0,-51.0
2347,843,588.726875,588.9715,1,uh,1,23,27,-2.702,-17.562,17,18,sd,-4.0,1.0
2347,6787,74.279,74.794875,1,um,1,0,0,-2.538,-3.218,9,17,sv,0.0,0.0
2347,6788,88.665125,89.3435,1,um,1,1,0,-2.549,-5.899,0,1,%,-18.0,-13.0
2347,6789,93.963375,94.575,1,um,1,0,0,-2.769,-3.123,10,15,qy,-12.0,-4.0
2353,834,149.769375,150.039,0,uh,1,213,176,-1.529,-0.509,4,11,sd,213.0,70.0
2353,6770,166.47775,166.82175,0,um,1,195,181,-0.785,-0.636,7,11,+,-14.0,-17.0
2353,6779,174.628875,175.15575,1,um,1,-1,-1,-2.56,-1.937,7,13,+,0.0,0.0
2353,6780,193.360375,193.653125,1,um,1,310,322,-2.253,-1.702,13,14,+,41.0,41.0
2353,6771,250.088625,250.512125,0,um,1,230,216,-1.645,-1.077,24,26,+,146.0,162.0
2353,6781,263.18925,263.44925,1,um,1,-1,-1,-2.094,-1.833,3,4,%,0.0,0.0
2353,6777,29.335375,29.775375,1,um,1,0,0,-2.803,-1.862,2,25,sd,-24.0,-12.0
2353,6772,294.658125,294.973875,0,um,1,-1,-1,-1.586,-0.796,11,18,sd,0.0,0.0
2353,835,295.86025,296.266625,0,uh,1,-1,-1,-2.327,-0.943,12,18,sd,0.0,0.0
2353,6778,31.968,32.158,1,um,1,2,3,-2.562,-2.262,9,25,sd,-2.0,-11.0
2353,836,321.368125,321.698125,0,uh,1,-1,-1,-0.479,-0.196,0,16,+,-1.0,0.0
2353,837,326.91375,327.373375,0,uh,1,0,0,-2.577,-0.9,0,3,%,-6.0,-492.0
2353,6782,334.232,334.52975,1,um,1,-1,-1,-3.396,-2.015,1,4,+,0.0,0.0
2353,6783,342.9035,343.289625,1,um,1,334,352,-2.756,-1.821,6,13,sd,29.0,26.0
2353,6773,352.055875,352.406125,0,um,1,-1,-1,-1.569,-0.883,2,4,sd,0.0,0.0
2353,6774,359.545125,359.900125,0,um,1,-1,-1,-0.665,-0.405,1,16,sd,0.0,0.0
2353,838,375.451375,375.826125,0,uh,1,290,268,-1.266,-0.765,3,9,sd,30.0,20.0
2353,839,385.032125,385.298,0,uh,1,162,148,-1.048,-0.607,3,10,sd,34.0,35.0
2353,840,391.323125,391.477125,0,uh,1,0,5,-1.36,-0.425,7,12,sd,1.0,-363.0
2353,6784,411.077375,411.367375,1,um,1,-1,-1,-1.471,-1.832,3,4,%,0.0,0.0
2353,6775,413.692375,413.98675,0,um,1,328,293,-1.285,-0.347,3,21,sd,42.0,27.0
2353,6785,446.059375,446.33575,1,um,1,-1,-1,-2.077,-1.836,3,24,+,0.0,0.0
2353,6767,47.822125,48.20325,0,um,1,-1,-1,-1.279,-0.357,0,22,sd,-6.0,0.0
2353,833,48.886125,49.185375,0,uh,1,-1,-1,-2.031,-1.154,2,22,sd,0.0,0.0
2353,6768,61.013125,61.253125,0,um,1,192,174,-0.819,-0.488,19,29,sd,170.0,154.0
2353,6769,77.21525,77.64525,0,um,1,325,296,-0.691,-0.318,4,10,sd,49.0,37.0
2354,6834,121.429,122.0525,0,um,1,94,77,-3.24,-9.277,6,7,sd,-25.0,-36.0
2354,6835,162.85575,163.284,0,um,1,231,217,-1.996,-1.538,1,5,h,-3.0,-3.0
2354,6838,187.551875,187.941875,1,um,1,332,314,-0.413,0.021,1,33,sv,95.0,82.0
2354,951,188.6995,189.121625,1,uh,1,310,293,-2.224,-0.537,2,33,sv,37.0,37.0
2354,952,192.05175,192.44725,1,uh,1,-1,-1,-1.885,-0.899,14,33,sv,0.0,0.0
2354,6839,216.99825,217.49825,1,um,1,9,1,-1.831,-1.149,1,9,sd,-45.0,-39.0
2354,946,22.666375,23.126375,1,uh,1,25,16,-1.442,-0.941,28,34,sd,24.0,15.0
2354,6840,220.187875,220.748125,1,um,1,15,0,-1.017,-0.452,0,14,sd,-119.0,-114.0
2354,6841,250.7145,251.0145,1,um,1,-1,-1,-0.845,-0.719,6,8,sd,0.0,0.0
2354,953,252.750125,253.0345,1,uh,1,3,-1,-0.431,-0.75,7,9,h@,3.0,-1.0
2354,6842,255.054625,255.664625,1,um,1,-1,-1,-0.92,-0.781,0,9,sd,0.0,0.0
2354,954,274.763625,275.06375,1,uh,1,153,111,-1.279,-0.637,1,22,sv,36.0,12.0
2354,955,278.450375,279.10525,1,uh,1,155,31,-0.68,-0.907,11,22,sv,150.0,6.0
2354,6843,288.380125,288.890375,1,um,1,262,254,-0.752,-0.021,0,3,sd^r,262.0,254.0
2354,956,300.578125,300.98725,1,uh,1,433,459,-0.912,-0.993,1,6,sd,172.0,207.0
2354,957,315.112375,315.392375,1,uh,1,27,30,-1.288,-0.944,6,9,sd,15.0,13.0
2354,6844,323.67275,324.223,1,um,1,0,0,-1.068,-1.067,12,21,sd,0.0,0.0
2354,958,336.66025,336.97025,1,uh,1,275,271,-2.04,-1.103,4,10,sd,46.0,45.0
2354,6837,35.22775,35.78775,1,um,1,-1,-1,-0.163,0.326,0,8,sd,-193.0,-199.0
2354,947,38.93775,39.176625,1,uh,1,-1,-1,-1.174,-1.121,1,10,sd,0.0,0.0
2354,948,40.515,40.715375,1,uh,1,370,352,-2.166,-1.324,4,10,sd,-23.0,-21.0
2354,949,43.9765,44.456,1,uh,1,-1,-1,-0.875,-0.833,1,14,sd,0.0,0.0
2354,6845,471.903,472.243,1,um,1,-1,-1,-0.568,-0.722,7,20,sd,0.0,0.0
2354,6846,480.527375,481.137375,1,um,1,-1,-1,0.228,-0.505,10,18,sd,0.0,0.0
2354,950,52.032625,52.188,1,uh,1,0,0,-1.982,-0.829,8,15,sd,0.0,0.0
2354,6847,530.213625,530.688375,1,um,1,243,242,-2.224,-0.572,4,34,sd,70.0,67.0
2354,959,593.8525,594.1325,1,uh,1,-1,-1,-1.185,-0.578,13,15,^h,0.0,0.0
2355,6893,105.53075,105.99025,0,um,1,-1,-1,-0.738,-0.57,6,9,+,0.0,0.0
2355,6896,208.448,208.8695,1,um,1,313,322,-1.79,-0.466,6,23,sv,89.0,87.0
2355,6895,21.2775,21.918875,1,um,1,-1,-1,-0.227,-0.458,0,21,+,-81.0,-86.0
2355,6897,262.491375,262.811125,1,um,1,-1,-1,-1.587,-1.18,4,13,sd,0.0,0.0
2355,6898,268.466625,268.919625,1,um,1,-1,-1,-1.488,-1.294,7,23,sv,0.0,0.0
2355,6894,400.59525,400.977375,0,um,1,266,227,-0.971,-0.946,8,16,sd,29.0,18.0
2365,857,110.458125,111.077875,0,uh,1,314,294,-0.815,-0.447,1,10,sd,34.0,35.0
2365,858,139.943,140.631625,0,uh,1,343,324,-0.825,-0.32,6,7,%,7.0,6.0
2365,859,150.765875,151.401375,0,uh,1,288,263,-1.819,-0.486,1,12,sd,67.0,62.0
2365,874,169.755,170.053375,1,uh,1,-1,-1,-1.272,-0.429,1,23,sd^e,0.0,0.0
2365,875,188.726,189.251375,1,uh,1,0,0,-0.168,-0.76,4,5,+,-7.0,-6.0
2365,6812,197.349125,197.815875,0,um,1,0,-1,-1.452,-1.765,0,4,%,1.0,0.0
2365,860,214.137625,214.523875,0,uh,1,291,264,-0.105,-0.184,17,26,sd,90.0,68.0
2365,861,233.43275,233.71,0,uh,1,282,260,-1.126,-0.584,1,13,sd,23.0,19.0
2365,862,251.26275,251.75775,0,uh,1,337,306,-1.192,-1.507,7,11,sd,34.0,33.0
2365,863,261.14825,261.8075,0,uh,1,305,280,-0.822,0.109,1,18,sd,25.0,20.0
2365,6813,264.212625,264.691625,0,um,1,313,292,-1.946,-0.732,10,18,sd,35.0,30.0
2365,876,293.108875,293.394,1,uh,1,-1,-1,-2.058,-1.394,21,24,sd,0.0,0.0
2365,864,324.209,324.69575,0,uh,1,0,-1,-1.009,-1.031,1,13,sv^t,-3.0,-1.0
2365,865,328.009,328.1265,0,uh,1,0,1,-1.449,-1.235,2,16,sv^t,0.0,1.0
2365,866,335.909875,336.347,0,uh,1,425,384,-1.025,-0.551,1,3,%,24.0,25.0
2365,867,350.394125,350.630875,0,uh,1,0,1,-1.786,-0.535,14,15,sd,-6.0,-2.0
2365,6814,367.800625,368.51725,0,um,1,-1,-1,-0.576,-0.713,5,11,sv,0.0,0.0
2365,868,390.340375,391.00425,0,uh,1,324,294,-0.647,-0.035,1,10,sd,48.0,34.0
2365,869,408.048625,408.724,0,uh,1,-1,-1,-1.285,-0.376,9,10,sd,0.0,-363.0
2365,870,431.209625,431.781,0,uh,1,-1,-1,-1.931,-0.843,1,7,sd,0.0,0.0
2365,6815,437.856,438.261125,0,um,1,328,288,-0.655,-0.858,1,10,+,31.0,19.0
2365,877,446.025625,446.3055,1,uh,1,-1,-1,-1.585,-1.282,2,3,%,0.0,0.0
2365,871,455.550375,455.745875,0,uh,1,-1,-1,-1.448,0.315,9,23,sd,0.0,0.0
2365,873,69.372625,69.689375,1,uh,1,276,278,-0.492,-0.594,7,20,sd,22.0,23.0
2365,856,74.65325,75.20125,0,uh,1,-1,-1,-1.394,-0.215,4,5,sd,0.0,0.0
2366,915,106.561625,106.893375,0,uh,1,221,205,-0.496,0.049,8,18,sd,20.0,34.0
2366,916,115.447375,115.61775,0,uh,1,255,244,-0.829,-0.61,20,45,sv,10.0,10.0
2366,917,124.093375,124.481625,0,uh,1,211,135,-0.189,0.334,0,11,sd,186.0,114.0
2366,918,143.87925,144.464,0,uh,1,321,289,-0.907,0.07,9,11,sd,87.0,73.0
2366,6830,161.242375,161.828875,0,um,1,291,277,-0.882,-0.437,6,8,sd,58.0,52.0
2366,919,172.679375,172.969375,0,uh,1,371,342,-0.212,0.355,10,29,+,49.0,49.0
2366,6831,177.742625,178.112625,0,um,1,314,300,-1.336,-0.379,17,29,+,51.0,48.0
2366,931,210.6275,210.976125,1,uh,1,-1,-1,-1.911,-1.19,4,13,sd,0.0,0.0
2366,932,218.19675,218.312125,1,uh,1,499,499,-2.035,-1.748,8,14,sd,500.0,500.0
2366,933,238.543375,238.733375,1,uh,1,72,50,-1.948,-1.058,1,9,sd,27.0,15.0
2366,934,247.133625,247.306875,1,uh,1,54,45,-1.978,-1.522,7,28,sd,8.0,1.0
2366,935,254.749875,254.99275,1,uh,1,9,1,-2.075,-1.589,22,28,sd,-37.0,-31.0
2366,936,273.25375,273.60375,1,uh,1,41,17,-1.734,-1.235,4,10,sd,8.0,-5.0
2366,937,281.260875,281.66525,1,uh,1,55,37,-2.936,-1.842,15,50,sd,-12.0,-12.0
2366,938,285.909125,286.526125,1,uh,1,12,2,-2.176,-1.677,23,50,sd,-40.0,-42.0
2366,6833,301.87625,302.4375,1,um,1,158,129,-2.067,-1.659,12,17,sd,80.0,61.0
2366,920,328.171375,328.61925,0,uh,1,270,256,-1.149,-0.023,0,10,sd,110.0,89.0
2366,939,349.1405,349.4705,1,uh,1,-1,-1,-1.817,-1.387,3,28,sv,0.0,0.0
2366,6832,35.11925,35.5405,1,um,1,19,11,-2.041,-1.646,0,8,sd,-7.0,-9.0
2366,921,360.91125,361.23125,0,uh,1,-1,-1,-0.435,-0.138,2,18,sd,0.0,0.0
2366,922,363.7005,364.20025,0,uh,1,-1,-1,-0.789,-0.212,7,18,sd,0.0,0.0
2366,923,368.86625,369.21675,0,uh,1,-1,-1,-1.02,-0.365,4,6,%,0.0,0.0
2366,924,376.64675,377.035375,0,uh,1,246,229,-1.232,0.016,0,27,sd,73.0,82.0
2366,925,391.22025,391.457,0,uh,1,246,230,-1.864,-0.977,13,60,sd,91.0,94.0
2366,926,396.9835,397.536125,0,uh,1,232,226,-1.235,-0.175,36,60,sd,67.0,79.0
2366,940,411.47675,411.645625,1,uh,1,-1,-1,-1.73,-1.679,6,11,qw,0.0,0.0
2366,927,430.227,430.52625,0,uh,1,232,0,-1.395,-1.168,0,1,%,231.0,0.0
2366,930,45.854625,46.16975,1,uh,1,4,0,-2.095,-1.459,14,17,sd,-26.0,-16.0
2366,941,472.705625,472.862375,1,uh,1,-1,-1,-1.819,-1.403,3,13,sd,0.0,0.0
2366,942,485.19875,485.6175,1,uh,1,194,165,-2.323,-1.764,20,36,sd,42.0,20.0
2366,943,500.79375,500.991125,1,uh,1,3,1,-1.694,-1.365,2,24,sd,-19.0,-19.0
2366,928,526.400625,526.560625,0,uh,1,0,0,-3.056,-1.13,24,25,sv,0.0,0.0
2366,913,78.782375,79.2805,0,uh,1,-1,-1,-1.322,-0.62,0,29,sd,0.0,0.0
2366,914,94.068375,94.508375,0,uh,1,233,204,-1.793,-0.031,0,20,sd,125.0,148.0
2380,895,109.572125,109.763625,0,uh,1,247,157,-0.493,-0.793,7,15,+,38.0,13.0
2380,896,137.080375,137.311875,0,uh,1,3,0,-0.88,-1.074,3,27,sv,-100.0,-68.0
2380,6826,154.098625,154.572375,1,um,1,-1,-1,-2.51,-1.449,4,14,sd,0.0,0.0
2380,6827,159.190625,159.9835,1,um,1,37,40,-2.508,-1.41,6,20,sd,-216.0,-215.0
2380,6823,20.341,21.02825,1,um,1,2,1,-2.295,-1.182,1,27,sd,-56.0,-39.0
2380,6824,25.089875,25.55225,1,um,1,112,103,-2.703,-1.518,11,27,sd,17.0,6.0
2380,897,268.847875,269.192875,0,uh,1,267,261,-0.489,-0.562,14,50,sv,-5.0,-6.0
2380,898,283.733625,284.04725,0,uh,1,298,264,-0.716,-0.344,1,4,%,-18.0,-8.0
2380,908,308.839875,309.340625,1,uh,1,-1,-1,-2.302,-1.583,8,19,sv,0.0,0.0
2380,899,342.496625,343.045375,0,uh,1,-1,-1,-0.128,-0.309,3,21,sv,0.0,0.0
2380,900,372.981875,373.514375,0,uh,1,249,228,-1.124,-1.035,1,26,sv,23.0,19.0
2380,901,390.446625,390.87325,0,uh,1,221,200,-1.187,-0.704,18,26,sv,37.0,44.0
2380,902,402.897375,403.289125,0,uh,1,0,0,-1.377,-0.544,12,16,sd,0.0,0.0
2380,903,417.70475,418.198,0,uh,1,142,84,-1.99,-0.888,6,10,sv,126.0,72.0
2380,6828,419.63975,420.28375,1,um,1,0,0,-2.123,-2.076,0,2,%,1.0,1.0
2380,892,42.645375,43.124125,0,uh,1,-1,-1,-1.433,-1.046,9,17,sv,0.0,0.0
2380,904,424.78725,425.10075,0,uh,1,257,238,-0.612,-0.724,6,23,sv,30.0,37.0
2380,909,446.463875,446.8625,1,uh,1,-1,-1,-2.399,-1.471,23,45,sv,0.0,0.0
2380,6829,462.27075,462.655625,1,um,1,247,242,-2.974,-1.629,11,17,sd,48.0,58.0
2380,910,464.58075,464.779375,1,uh,1,0,13,-3.023,-2.12,1,10,sd,-43.0,-69.0
2380,911,485.768,486.345375,1,uh,1,225,224,-3.514,-2.36,5,13,sd,-23.0,-24.0
2380,893,50.240375,50.63175,0,uh,1,477,294,-0.527,-0.384,0,13,+,285.0,120.0
2380,912,573.88,574.4435,1,uh,1,-1,-1,-2.696,-1.61,10,35,sv,0.0,0.0
2380,905,584.623375,585.1055,0,uh,1,-1,-1,-1.117,-0.604,7,12,sv,0.0,0.0
2380,906,588.7035,589.289,0,uh,1,-1,-1,-0.956,-0.746,4,6,sv,0.0,0.0
2380,907,597.83175,598.358,0,uh,1,216,192,-1.421,-0.976,3,7,sd,61.0,61.0
2380,6825,81.13225,81.6495,1,um,1,8,121,-0.833,0.546,0,2,%,-128.0,-21.0
2380,894,94.095375,94.552125,0,uh,1,267,243,-1.436,-1.023,1,9,sv,23.0,18.0
2383,6886,101.089375,101.43525,1,um,1,248,241,-0.519,-0.674,0,34,%,94.0,87.0
2383,999,105.5775,105.87775,1,uh,1,2,2,-1.845,-1.132,18,34,%,-176.0,2.0
2383,1000,110.406,110.680625,1,uh,1,190,165,-2.073,-0.998,31,34,%,53.0,45.0
2383,6887,121.510375,121.860375,1,um,1,0,0,-1.778,-0.833,8,10,sd,-123.0,-106.0
2383,1001,137.26875,137.493625,1,uh,1,268,263,-0.856,-0.869,3,15,sd,7.0,7.0
2383,1002,141.17875,141.34875,1,uh,1,0,0,-2.073,-1.075,1,6,h,0.0,0.0
2383,1003,143.84975,144.3105,1,uh,1,236,231,-0.734,-0.099,5,21,sv,121.0,133.0
2383,1004,145.3905,145.91175,1,uh,1,275,274,-2.04,-1.356,7,21,sv,10.0,10.0
2383,996,159.563375,159.767,0,uh,1,-1,-1,-2.559,-1.082,1,11,+,0.0,0.0
2383,1005,193.324,193.5495,1,uh,1,246,245,-0.631,-0.516,1,30,sd,36.0,38.0
2383,1006,196.564,196.877875,1,uh,1,186,183,-0.882,-1.166,16,30,sd,27.0,21.0
2383,1007,224.5965,224.70525,1,uh,1,1,150,-1.939,-0.819,18,28,sv,-160.0,-15.0
2383,1008,253.98925,254.10925,1,uh,1,202,204,-1.921,-1.215,1,3,%,178.0,12.0
2383,1009,265.556,265.73875,1,uh,1,324,-1,0.5,-0.203,5,39,sv,-132.0,0.0
2383,997,289.150125,289.359125,0,uh,1,-1,-1,0.646,-0.628,1,11,sv,0.0,0.0
2383,995,34.971375,35.2355,0,uh,1,0,0,-2.698,-1.292,1,11,sv,-27.0,-14.0
2383,6884,42.50825,43.122,1,um,1,-1,-1,-1.079,-0.803,0,36,+,0.0,0.0
2383,998,57.825375,58.263125,1,uh,1,271,271,-1.655,-0.989,9,29,sv,41.0,39.0
2383,6885,94.989,95.636375,1,um,1,223,220,-1.408,-1.364,23,32,+,76.0,74.0
2386,1010,161.851375,162.105875,0,uh,1,233,236,-1.541,-0.454,3,13,^q^t,103.0,101.0
2386,1012,246.998,247.487625,1,uh,1,326,309,-0.669,-0.354,3,4,sd^t,326.0,309.0
2386,1013,252.204625,252.754625,1,uh,1,266,258,-0.903,-1.115,0,10,sd^t,120.0,147.0
2386,1014,297.501375,297.74625,1,uh,1,0,0,-0.837,-1.85,3,17,sd^t,0.0,0.0
2386,1015,300.661625,301.038,1,uh,1,0,0,-1.836,-0.902,10,17,sd^t,-19.0,-2.0
2386,1016,303.05825,303.349875,1,uh,1,255,249,-1.615,-1.401,15,17,sd^t,8.0,9.0
2386,6888,351.9635,352.255875,1,um,1,200,195,-0.339,-0.617,1,6,sd^t,-3.0,-7.0
2386,1017,380.084375,380.19475,1,uh,1,284,272,-0.172,-0.852,6,9,sd^t,3.0,2.0
2386,1018,393.030125,393.320875,1,uh,1,257,251,-0.595,-1.142,2,6,sd^t,16.0,15.0
2386,1019,526.797875,527.116625,1,uh,1,1,312,-0.679,-0.87,1,13,sd,-337.0,-1.0
2386,6889,534.597625,534.9805,1,um,1,317,306,-0.164,-0.434,2,22,sd,35.0,30.0
2386,1011,99.08975,99.46725,1,uh,1,-1,-1,-1.271,-0.492,0,9,sd^t,0.0,0.0
2387,6803,114.1915,114.692,1,um,1,299,293,-1.683,-0.764,1,12,sd,36.0,33.0
2387,6804,259.808375,260.18125,1,um,1,-1,-1,-0.153,-0.803,1,8,sd,0.0,0.0
2387,6805,327.35625,327.7075,1,um,1,264,257,-1.059,-0.909,1,26,sd,28.0,30.0
2387,6806,333.63225,334.34925,1,um,1,230,226,-1.028,-0.765,23,26,sd,75.0,82.0
2387,853,34.204375,34.905125,1,uh,1,-1,-1,-1.648,-0.547,8,14,sd,0.0,0.0
2387,855,351.41925,351.637125,1,uh,1,339,331,-1.134,-0.127,1,6,sd,49.0,48.0
2387,6807,387.56975,387.966375,1,um,1,348,331,-1.805,-0.587,1,13,sd,41.0,38.0
2387,6808,436.245375,436.577125,1,um,1,246,242,-1.2,-0.459,0,38,sd,78.0,85.0
2387,6809,438.222625,438.733625,1,um,1,264,259,-1.727,-0.718,4,38,sd,61.0,53.0
2387,6810,441.400125,441.921875,1,um,1,330,320,-0.85,-0.562,10,38,sd,2.0,-1.0
2387,6811,443.552,444.026,1,um,1,332,320,-1.07,-0.638,13,38,sd,9.0,8.0
2387,854,51.359875,51.8775,1,uh,1,298,298,-1.052,-0.489,15,30,sd,14.0,15.0
2387,6802,81.48575,81.80325,1,um,1,465,499,-1.091,-0.618,1,34,sd,21.0,500.0
2389,6794,104.390875,104.820875,0,um,1,-1,-1,-2.678,-1.538,2,6,sd,0.0,0.0
2389,6795,119.2955,119.5355,0,um,1,283,266,-2.081,-0.988,1,8,sd,-8.0,-6.0
2389,6796,121.36125,121.671625,0,um,1,198,187,-3.477,-2.192,3,8,sd,17.0,65.0
2389,6797,180.000875,180.5495,0,um,1,-1,-1,-3.528,-1.578,2,17,sd,0.0,0.0
2389,6798,225.428,225.958,0,um,1,-1,-1,-3.638,-1.835,4,7,qy,0.0,0.0
2389,845,23.383375,24.07075,0,uh,1,223,148,-3.89,-1.224,18,19,sv,175.0,119.0
2389,847,275.320375,275.5365,1,uh,1,200,191,-4.141,-1.375,1,14,sd,46.0,63.0
2389,846,28.449,28.73925,1,uh,1,-1,-1,-2.712,-0.94,3,14,sv,0.0,0.0
2389,848,334.095875,334.395875,1,uh,1,307,307,-1.972,-1.398,7,35,sv,59.0,55.0
2389,849,386.951375,387.119,1,uh,1,23,26,-2.311,-1.525,6,16,sd,-13.0,-13.0
2389,6799,410.463875,410.833875,0,um,1,-1,-1,-2.998,-1.695,1,12,sd,0.0,0.0
2389,850,442.52225,442.857375,1,uh,1,499,-1,-2.777,-1.312,23,31,sv,500.0,0.0
2389,6800,452.1805,452.565625,0,um,1,-1,-1,-3.368,-1.676,1,15,sd,0.0,0.0
2389,851,511.547125,511.80125,1,uh,1,254,253,-2.705,-1.052,2,4,sd,30.0,31.0
2389,6801,53.061375,53.494375,1,um,1,228,222,-3.511,-1.268,3,29,sd,31.0,31.0
2393,1059,110.577125,110.8595,1,uh,1,279,277,-0.612,-1.136,5,15,sd,-5.0,-6.0
2393,6910,132.0165,132.424875,0,um,1,-1,-1,-2.171,-1.912,2,10,sd,0.0,0.0
2393,6911,146.495875,146.7235,0,um,1,357,334,-2.316,-1.896,5,6,sd,1.0,-1.0
2393,6912,181.788875,182.04275,0,um,1,484,380,-2.275,-2.103,8,10,sd,485.0,-27.0
2393,1047,190.50375,190.7935,0,uh,1,0,38,-2.143,-2.082,1,6,sd,-118.0,-42.0
2393,1049,20.362125,20.60725,1,uh,1,247,241,-0.583,-0.986,10,43,sd,26.0,27.0
2393,6913,220.170625,220.465125,0,um,1,0,0,-2.855,-2.198,1,17,sd(^q),-42.0,-12.0
2393,1050,23.18825,23.445875,1,uh,1,0,0,-1.381,-0.447,20,43,sd,-22.0,-18.0
2393,6920,239.19875,239.61075,1,um,1,-1,-1,-1.143,-0.713,6,26,sd,0.0,0.0
2393,1051,24.363,24.688125,1,uh,1,215,205,-3.63,-0.366,22,43,sd,215.0,130.0
2393,1060,252.425375,252.75925,1,uh,1,308,304,-2.734,-0.896,10,21,+,35.0,36.0
2393,1061,257.857875,258.102,1,uh,1,394,449,-0.273,-0.762,1,28,sd,130.0,203.0
2393,6921,268.460375,269.004125,1,um,1,186,193,0.072,0.548,0,8,sd,131.0,150.0
2393,6922,287.675625,288.02875,1,um,1,325,312,-0.657,-0.106,9,11,sd,32.0,29.0
2393,6914,337.468875,337.770875,0,um,1,228,202,-2.241,-1.658,1,10,sd,-5.0,-18.0
2393,6915,347.676625,348.060125,0,um,1,240,207,-2.237,-2.012,6,7,sd,10.0,-1.0
2393,6916,350.54075,350.831,0,um,1,0,88,-2.448,-2.167,1,2,%,-142.0,-44.0
2393,6917,355.465375,355.702,0,um,1,-1,-1,-2.101,-1.843,1,27,sd,0.0,-343.0
2393,1052,37.180625,37.440375,1,uh,1,231,222,-1.144,-0.929,3,9,sd,47.0,57.0
2393,6923,374.525125,374.911125,1,um,1,-1,-1,-2.786,-1.139,12,19,sd,0.0,0.0
2393,1062,427.058875,427.27425,1,uh,1,-1,499,-3.24,-0.262,1,16,sd,0.0,500.0
2393,1063,441.715125,441.91575,1,uh,1,224,216,-0.396,-0.503,1,29,sd,28.0,30.0
2393,6919,46.47825,46.912875,1,um,1,271,265,-1.111,-0.52,5,14,+,7.0,7.0
2393,1064,472.479625,472.95525,1,uh,1,378,397,-1.139,-0.674,9,14,sd,34.0,44.0
2393,6924,477.10325,477.557375,1,um,1,240,236,-1.074,-0.784,9,10,sd,47.0,49.0
2393,6925,483.82325,484.13825,1,um,1,298,294,-0.684,-0.981,1,9,sd,-10.0,-7.0
2393,1053,50.869125,51.30525,1,uh,1,253,246,-3.202,-0.741,3,11,sd,16.0,16.0
2393,6926,504.853625,505.18675,1,um,1,221,216,-1.133,-1.112,4,19,sd,131.0,187.0
2393,1065,521.12275,521.5145,1,uh,1,241,1,-2.284,-1.089,13,16,sd,241.0,0.0
2393,1054,54.939125,55.393125,1,uh,1,263,262,-2.099,-0.473,3,27,+,220.0,70.0
2393,6918,544.781875,545.070375,0,um,1,-1,-1,-2.739,-2.112,1,8,sd,0.0,0.0
2393,1055,58.972,59.26175,1,uh,1,267,262,-2.713,-0.378,16,27,+,36.0,31.0
2393,1056,64.942875,65.4085,1,uh,1,261,257,-1.143,-0.852,3,11,sd,5.0,4.0
2393,1057,70.7905,70.98225,1,uh,1,0,0,-0.573,-0.861,1,19,sd,0.0,0.0
2393,1058,96.836,96.916625,1,uh,1,236,233,-3.047,-1.227,4,5,sd,-6.0,-5.0
2395,6868,112.415625,112.998,1,um,1,217,210,-1.946,-1.352,13,23,sd,4.0,2.0
2395,6869,118.338625,118.93175,1,um,1,249,244,-1.545,-0.781,22,23,sd,79.0,79.0
2395,969,131.223375,131.575125,0,uh,1,-1,-1,-0.452,-0.014,3,9,sd,0.0,0.0
2395,6870,165.19,165.770375,1,um,1,220,218,-2.27,-1.407,11,13,sd,13.0,11.0
2395,6871,185.1575,185.622375,1,um,1,318,316,-0.79,-0.544,7,13,sd,78.0,72.0
2395,6872,195.8055,196.167625,1,um,1,140,113,-2.124,-1.101,9,26,sd,-10.0,-15.0
2395,6873,199.00225,199.50225,1,um,1,293,284,-1.924,-1.362,17,26,sd,48.0,47.0
2395,6863,212.468625,213.04625,0,um,1,-1,-1,-0.666,0.121,1,2,%,0.0,0.0
2395,970,225.698375,226.110125,0,uh,1,253,244,-1.41,0.141,10,23,sd,32.0,31.0
2395,968,25.486375,25.83,0,uh,1,-1,-1,-0.239,0.429,1,18,sd,0.0,-312.0
2395,6874,251.416875,252.01375,1,um,1,-1,-1,-1.732,-0.737,0,22,sv,0.0,0.0
2395,976,270.936,271.192,1,uh,1,203,202,-2.064,-0.63,6,18,sd,15.0,16.0
2395,971,307.203125,307.76425,0,uh,1,211,203,-1.839,-0.017,4,6,sd,44.0,44.0
2395,972,323.339875,323.616125,0,uh,1,265,252,-0.851,0.108,1,12,sd,20.0,20.0
2395,973,328.316625,328.700625,0,uh,1,232,222,-1.183,-0.24,10,12,sd,62.0,58.0
2395,6875,350.15,350.741375,1,um,1,250,249,-1.319,-0.909,23,25,sd,19.0,21.0
2395,977,354.802875,355.36675,1,uh,1,246,241,0.351,-0.798,4,15,+,56.0,51.0
